ID	Waveform	Period	Phase	Nadir	Mean	Std_Dev	MaxLoc	MinLoc	Max	Min	Max_Amp	FC	IQR_FC	Tau	P	BF	empP	GammaP	GammaBH
VNG0001H	cosine	24.0	0.0	4.0	0.7260061772105264	0.3462407235269512	24.0	9.0	1.8110386059999999	0.177032928	1.634005678	10.229953412999999	1.69300417872	0.401312738445561	0.008178150728475444	0.12267226092713165	0.11688311688311688	0.11004245789647372	0.5368766858503143
VNG0002G	cosine	24.0	0.0	4.0	0.7469105739999999	0.2912775083827819	48.0	9.0	1.367829102	0.36745456	1.000374542	3.72244421732	1.8602757187799999	0.3653742842564063	0.014412794824987368	0.21619192237481047	0.1798201798201798	0.1734666567479492	0.5617636421223805
VNG0003C	cosine	24.0	20.0	8.0	0.5118025133157895	0.17406561928290148	42.0	9.0	0.886698647	0.18245652899999998	0.7042421179999999	4.85978030964	1.6490263172	0.3414153147969698	0.020549580779849117	0.3082437116977368	0.23676323676323677	0.22946716539849144	0.5917313105800501
VNG0005H	cosine	24.0	4.0	16.0	1.0548261990526315	0.2281604869875564	3.0	48.0	1.6675608690000001	0.67849519	0.9890656790000001	2.45773425306	1.29208918495	0.35882973759241715	0.01590816470711241	0.2386224706066861	0.1918081918081918	0.18761115777264867	0.5714663525483854
VNG0006G	cosine	24.0	16.0	20.0	0.9983692122631576	0.32298305707820923	15.0	42.0	1.761478018	0.573308387	1.1881696309999998	3.0724790670099997	1.75071531521	0.1305781711292231	0.2173459182681382	3.260188774022073	0.938061938061938	0.938061938061938	0.9699908019597808
VNG0008G	cosine	24.0	0.0	4.0	1.127428872	0.20781971462643012	24.0	9.0	1.597915797	0.667866512	0.930049285	2.39256762884	1.25965606504	0.2455794369592239	0.07089104087567609	1.0633656131351414	0.5604395604395604	0.5604395604395604	0.7820086889854332
VNG0009G	cosine	24.0	12.0	16.0	0.8293616564210526	0.19149188465972933	6.0	9.0	1.241207158	0.560632938	0.68057422	2.2139390568599997	1.4587146421200001	0.0967301666813349	0.2813987196505025	4.220980794757538	0.986013986013986	0.9828673156867203	0.9911703741530322
VNG0011C	cosine	24.0	8.0	16.0	1.4124869123157895	0.2620718112107077	3.0	48.0	2.044722841	1.063050908	0.981671933	1.9234477160099999	1.4269716105799999	0.3105155576900078	0.0316079859313366	0.474119788970049	0.3196803196803197	0.3191998880686725	0.6464807859618683
VNG0013C	cosine	24.0	16.0	20.0	0.8073333573157895	0.23350205326876694	15.0	51.0	1.1923354720000001	0.310025962	0.88230951	3.84592136835	1.6538286528400001	0.2730270850883756	0.051193139505149705	0.7678970925772456	0.45554445554445555	0.45262327115154416	0.727105656468344
VNG0014C	cosine	24.0	20.0	0.0	1.6354158393684208	0.4652255981444817	18.0	48.0	2.429239993	0.952045129	1.477194864	2.5516017245400002	1.56889434755	0.5893796917545021	0.00021095687166436768	0.0031643530749655147	0.0031643530749655147	0.0031643530749655147	0.3371628371628372
